,Time (ms),Voltage (mV),Voltage (mA),Force (Grams)
154,28322,990,-212,0
155,28495,990,-212,0
156,28697,990,-212,0
157,28873,990,-212,0
158,29050,990,-212,0
159,29276,990,-212,0
160,29495,990,-212,0
161,29681,990,-212,0
162,29858,990,-213,0
163,30031,990,-211,0
164,30208,991,-210,0
165,30389,990,-211,0
166,30579,990,-211,0
167,30758,990,-211,0
168,30937,990,-210,0
169,31124,990,-211,0
170,31323,991,-210,0
171,31536,990,-210,0
172,31711,991,-211,0
173,31891,991,-211,0
174,32069,990,-211,0
175,32242,990,-211,0
176,32417,990,-211,0
177,32636,990,-212,0
178,32815,990,-211,0
179,32991,991,-210,0
180,33171,990,-210,0
181,33347,990,-210,0
182,33572,990,-210,0
183,33755,990,-211,0
184,33936,991,-212,0
185,34115,990,-211,0
186,34295,990,-210,0
187,34474,990,-210,0
188,34653,991,-210,0
189,34831,990,-210,0
190,35013,991,-210,0
191,35193,990,-209,0
192,35375,990,-209,0
193,35567,990,-209,0
194,35767,991,-210,0
195,35948,991,-210,0
196,36127,990,-209,0
197,36321,990,-210,0
198,36525,990,-210,0
199,36702,990,-209,0
200,36899,990,-208,0
201,37080,991,-209,0
202,37264,990,-210,0
203,37442,991,-210,0
204,37622,990,-209,0
205,37848,991,-210,0
206,38025,990,-209,0
207,38374,991,-210,0
208,38559,990,-210,0
209,38739,991,-210,0
210,38920,990,-210,0
211,39104,991,-210,0
212,39303,990,-212,0
213,39487,990,-211,0
214,39665,990,-211,0
215,39884,990,-212,0
216,40073,991,-212,0
217,40253,990,-211,0
218,40457,990,-211,0
219,40637,990,-212,0
220,40825,990,-211,0
221,41006,990,-210,0
222,41191,991,-212,0
223,41370,991,-212,0
224,41539,991,-211,0
225,41711,990,-212,0
226,41891,990,-212,0
227,42080,990,-212,0
228,42251,991,-211,0
229,42420,990,-212,0
230,42590,990,-212,0
231,42763,990,-212,0
232,42930,991,-212,0
233,43101,991,-212,0
234,43271,991,-212,0
235,43439,990,-212,0
236,43608,990,-211,0
237,43778,991,-211,0
238,43949,941,-141,0
239,44150,0,0,0
240,44342,0,1944,0
241,44507,0,1803,0
242,44668,0,902,0
243,44829,0,237,0
244,44989,0,34,0
245,45149,0,12,0
246,45313,0,1,0
247,45476,0,0,0
248,45640,0,0,0
249,45801,0,0,0
250,45959,0,0,0
251,46143,0,0,0
252,46318,0,0,0
253,46481,0,0,0
254,46640,0,0,0
255,46808,0,0,0
256,46969,0,0,0
257,47134,0,0,0
258,47296,0,0,0
259,47458,0,0,0
260,47620,0,0,0
261,47808,0,0,0
262,47979,0,0,0
263,48143,0,0,0
264,48397,0,0,0
265,48592,0,0,0
266,48778,0,0,0
267,48965,0,0,0
