,Time (ms),Voltage (mV),Voltage (mA),Force (mGrams)
0,1821,0,1,0
1,2033,0,1,0
2,2233,0,1,0
3,2406,0,1,-1
4,2616,0,1,-1
5,2897,0,1,0
6,3110,0,1,0
7,3327,0,1,0
8,3533,0,1,0
9,3752,0,1,-1
10,3975,0,1,0
11,4166,0,1,0
12,4355,0,1,0
13,4543,0,1,1
14,4780,0,1,0
15,4974,0,1,0
16,5173,0,1,1
17,5376,0,1,1
18,5580,0,1,0
19,5781,0,1,0
20,5984,0,1,1
21,6176,0,1,0
22,6371,0,1,-1
23,6564,0,1,-1
24,6757,0,1,0
25,6957,0,1,0
26,7155,0,1,0
27,7350,0,1,0
28,7560,0,1,0
29,7760,0,1,0
30,7963,0,1,0
31,8159,0,1,0
32,8397,0,1,1
33,8595,0,1,1
34,8797,0,1,0
35,8999,0,1,1
36,9199,0,1,1
37,9398,0,1,1
38,9615,0,1,0
39,9820,0,1,1
40,10033,0,1,1
41,10227,0,1,1
42,10417,0,1,0
43,10608,0,1,1
44,10799,0,1,2
45,10994,0,1,1
46,11177,0,1,1
47,11354,0,1,2
48,11534,0,1,2
49,11731,0,1,2
50,11965,0,1,3
51,12156,0,1,3
52,12346,0,1,2
53,12544,0,1,1
54,12738,0,1,2
55,12927,0,1,3
56,13120,0,1,4
57,13556,0,1,3
58,13749,0,1,3
59,13939,0,1,3
60,14119,0,1,3
61,14296,0,1,3
62,14475,0,1,3
63,14660,0,1,3
64,14841,0,1,2
65,15029,0,1,2
66,15207,0,1,3
67,15389,0,1,3
68,15570,0,1,3
69,15755,0,1,3
70,15956,0,1,4
71,16133,0,1,3
72,16378,0,1,4
73,16557,0,1,4
74,16740,0,1,4
75,16924,0,1,4
76,17111,0,1,4
77,17305,0,1,3
78,17497,0,1,4
79,17685,0,1,5
80,17874,0,1,4
81,18072,0,1,4
82,18262,0,1,5
83,18445,0,1,4
84,18631,0,1,4
85,18815,0,1,4
86,19005,0,1,4
87,19190,0,1,4
88,19379,0,1,5
89,19566,0,1,5
90,19753,0,1,5
91,19944,0,1,5
92,20144,0,1,4
93,20335,0,1,5
94,20541,0,1,5
95,20767,0,1,5
96,20964,0,1,5
97,21152,0,1,6
98,21348,0,1,6
99,21537,0,1,5
100,21734,0,1,5
101,21927,0,1,5
102,22129,0,1,6
103,22324,0,1,6
104,22502,0,1,6
105,22680,0,1,5
106,22860,0,1,5
107,23041,0,1,5
108,23222,0,1,5
109,23403,0,1,4
110,23585,0,1,4
111,23769,0,1,5
112,23946,0,1,5
113,24149,0,1,5
114,24345,0,1,5
115,24540,0,1,5
116,24716,0,1,4
117,24969,0,1,4
118,25162,0,1,5
119,25345,0,1,6
120,25529,0,1,5
121,25714,0,1,5
122,25895,0,1,5
123,26071,0,1,5
124,26261,0,1,5
125,26450,0,1,5
126,26634,0,1,5
127,26818,0,1,5
128,26999,0,1,5
129,27182,0,1,5
130,27362,0,1,5
131,27551,0,1,5
132,27728,0,1,6
133,27907,0,1,5
134,28090,0,1,3
135,28282,0,1,2
136,28480,0,1,2
137,28662,0,1,3
138,28850,0,1,4
139,29081,0,1,3
140,29268,0,1,3
141,29457,0,1,3
142,29637,0,1,3
143,29823,0,1,4
144,30008,0,1,3
145,30195,0,1,3
146,30380,0,1,4
147,30581,0,1,3
148,30767,0,1,3
149,30950,0,1,4
150,31136,0,1,3
151,31323,0,1,1
152,31510,0,1,1
153,31699,0,1,0
154,31887,0,1,0
155,32072,0,1,1
156,32260,0,1,0
157,32444,0,1,0
158,32645,0,1,1
159,32835,0,1,1
160,33069,0,1,1
161,33269,0,1,3
162,33488,0,1,5
163,33691,0,1,6
164,33879,0,1,8
165,34058,0,1,9
166,34240,0,1,10
167,34422,0,1,12
168,34614,0,1,14
169,34811,0,1,15
170,35004,0,1,16
171,35194,0,1,17
172,35386,0,1,18
173,35582,0,1,19
174,35781,0,1,19
175,35982,0,1,21
176,36161,0,1,22
177,36330,0,1,23
178,36506,0,1,24
179,36688,0,1,24
180,36877,0,1,23
181,37097,0,1,24
182,37281,0,1,25
183,37463,0,1,26
184,37644,0,1,26
185,37827,0,1,26
186,38014,0,1,26
187,38198,0,1,26
188,38381,0,1,26
189,38564,0,1,26
190,38758,0,1,26
191,38958,0,1,26
192,39143,0,1,26
193,39335,0,1,26
194,39518,0,1,26
195,39707,0,1,26
196,39891,0,1,26
197,40076,0,1,26
198,40262,0,1,26
199,40457,0,1,26
200,40645,0,1,27
201,40832,0,1,27
202,41039,0,1,27
203,41223,0,1,27
204,41447,0,1,28
205,41638,0,1,27
206,41823,0,1,26
207,42011,0,1,27
208,42198,0,1,27
209,42387,0,1,28
210,42570,0,1,28
211,42751,0,1,28
212,42925,0,1,28
213,43110,0,1,28
214,43283,0,1,28
215,43455,0,1,28
216,43629,0,1,28
217,43802,0,1,27
218,43989,0,1,27
219,44157,0,1,28
220,44330,0,1,29
221,44512,0,1,29
222,44690,0,1,28
223,44863,0,1,29
224,45287,0,1,29
225,45463,0,1,29
226,45642,0,1,29
227,45860,0,1,29
228,46042,0,1,29
229,46222,0,1,29
230,46398,0,1,29
231,46579,0,1,30
232,46757,0,1,30
233,46933,0,1,29
234,47109,0,1,29
235,47300,0,1,29
236,47476,0,1,30
237,47662,0,1,30
238,47838,0,1,30
239,48022,0,1,29
240,48206,0,1,29
241,48391,0,1,29
242,48570,0,1,29
243,48754,0,1,29
244,48931,0,1,30
245,49109,0,1,31
246,49295,0,1,31
247,49480,0,1,30
248,49663,0,1,30
249,49906,0,1,30
250,50090,0,1,31
251,50276,0,1,31
252,50452,0,1,30
253,50633,0,1,31
254,50814,0,1,32
255,51000,0,1,32
256,51177,0,1,32
257,51357,0,1,32
258,51545,0,1,32
259,51727,0,1,31
260,51996,0,1,32
261,52201,0,1,32
262,52387,0,1,33
263,52568,0,1,33
264,52751,0,1,32
265,52932,0,1,32
266,53109,0,1,32
267,53294,0,1,32
268,53476,0,1,32
269,53681,0,1,33
270,53910,0,1,33
271,54113,0,1,33
272,54306,0,1,33
273,54488,0,1,33
274,54673,0,1,33
275,54850,0,1,33
276,55034,0,1,34
277,55219,0,1,35
278,55403,0,1,34
279,55598,0,1,34
280,55788,0,1,33
281,55983,0,1,34
282,56173,0,1,35
283,56354,0,1,35
284,56543,0,1,35
285,56728,0,1,34
286,56914,0,1,34
287,57098,0,1,34
288,57282,0,1,34
289,57467,0,1,33
290,57659,0,1,33
291,57856,0,1,33
292,58043,0,1,33
293,58272,0,1,33
294,58460,0,1,34
295,58649,0,1,34
296,58841,0,1,33
297,59027,0,1,33
298,59221,0,1,34
299,59404,0,1,34
300,59593,0,1,33
301,59792,0,1,32
302,59978,0,1,33
303,60163,0,1,34
304,60348,0,1,34
305,60539,0,1,34
306,60725,0,1,33
307,60913,0,1,33
308,61101,0,1,34
309,61290,0,1,34
310,61479,0,1,34
311,61669,0,1,35
312,61865,0,1,34
313,62059,0,1,33
314,62248,0,1,33
315,62478,0,1,34
316,62671,0,1,34
317,62853,0,1,34
318,63042,0,1,34
319,63228,0,1,34
320,63414,0,1,34
321,63605,0,1,35
322,63795,0,1,35
323,63997,0,1,35
324,64187,0,1,34
325,64374,0,1,35
326,64560,0,1,35
327,64754,0,1,34
328,64945,0,1,35
329,65140,0,1,35
330,65336,0,1,35
331,65545,0,1,34
332,65744,0,1,35
333,65936,0,1,35
334,66142,0,1,35
335,66332,0,1,34
336,66523,0,1,34
337,66712,0,1,36
338,66946,0,1,36
339,67148,0,1,36
340,67344,0,1,35
341,67544,0,1,34
342,67739,0,1,34
343,67935,0,1,35
344,68140,0,1,36
345,68335,0,1,36
346,68533,0,1,36
347,68732,0,1,36
348,68924,0,1,36
349,69118,0,1,35
350,69310,0,1,36
351,69508,0,1,36
352,69699,0,1,37
353,69892,0,1,37
354,70084,0,1,37
355,70290,0,1,37
356,70484,0,1,36
357,70676,0,1,36
358,70869,0,1,37
359,71064,0,1,37
360,71258,0,1,37
361,71495,0,1,37
362,71687,0,1,37
363,71883,0,1,37
364,72073,0,1,37
365,72265,0,1,38
366,72464,0,1,37
367,72660,0,1,38
368,72853,0,1,37
369,73056,0,1,36
370,73252,0,1,36
371,73703,0,1,36
372,73892,0,1,36
373,74088,0,1,36
374,74280,0,1,34
375,74491,0,1,33
376,74687,0,1,31
377,74882,0,1,29
378,75085,0,1,23
379,75276,0,1,18
380,75469,0,1,17
381,75665,0,1,17
382,75857,0,1,18
383,76093,0,1,17
384,76288,0,1,17
385,76494,0,1,17
386,76695,0,1,17
387,76893,0,1,17
388,77086,0,1,17
389,77282,0,1,17
390,77481,0,1,18
391,77683,0,1,18
392,77877,0,1,17
393,78076,0,1,17
394,78276,0,1,16
395,78474,0,1,17
396,78684,0,1,17
397,78882,0,1,16
398,79091,0,1,15
399,79288,0,1,15
400,79487,0,1,16
401,79681,0,1,16
402,79881,0,1,17
403,80082,0,1,18
404,80328,0,1,18
405,80528,0,1,17
406,80742,0,1,17
407,80945,0,1,18
408,81142,0,1,19
409,81340,0,1,19
410,81534,0,1,19
411,81730,0,1,20
412,81927,0,1,21
413,82127,0,1,22
414,82329,0,1,21
415,82525,0,1,10
416,82730,0,1,-10
417,82924,0,1,-41
418,83121,0,1,-66
419,83308,0,1,-70
420,83492,0,1,-65
421,83687,0,1,-58
422,83861,0,1,-59
423,84040,0,1,-61
424,84245,0,1,-61
425,84460,0,1,-62
426,84641,0,1,-63
427,84821,0,1,-63
428,85009,0,1,-64
429,85189,0,1,-65
430,85365,0,1,-65
431,85540,0,1,-61
432,85718,0,1,-62
433,85895,0,1,-69
434,86071,0,1,-76
435,86252,0,1,-88
436,86429,0,1,-99
437,86613,0,1,-107
438,86799,0,1,-112
439,87007,0,1,-115
440,87207,0,1,-118
441,87399,0,1,-122
442,87591,0,1,-122
443,87783,0,1,-122
444,87973,0,1,-131
445,88150,0,1,-144
446,88336,0,1,-158
447,88567,0,1,-174
448,88733,0,1,-185
449,88902,0,1,-193
450,89090,0,1,-200
451,89259,0,1,-206
452,89433,0,1,-212
453,89611,0,1,-218
454,89789,0,1,-220
455,89962,0,1,-224
456,90143,0,1,-229
457,90323,0,1,-233
458,90494,0,1,-236
459,90674,0,1,-240
460,90855,0,1,-243
461,91037,0,1,-246
462,91231,0,1,-250
463,91405,0,1,-252
464,91586,0,1,-255
465,91767,0,1,-257
466,91949,0,1,-260
467,92133,0,1,-263
468,92314,0,1,-266
469,92495,0,1,-268
470,92726,0,1,-270
471,92911,0,1,-264
472,93101,0,1,-255
473,93307,0,1,-389
474,93483,0,1,-498
475,93660,0,1,-525
476,93833,0,1,-548
477,94023,0,1,-536
478,94230,0,1,-548
479,94417,0,1,-591
480,94609,0,1,-613
481,94787,0,1,-600
482,94973,0,1,-585
483,95154,0,1,-609
484,95350,0,1,-642
485,95544,0,1,-645
486,95739,0,1,-656
487,95924,0,1,-705
488,96117,0,1,-747
489,96310,0,1,-767
490,96509,0,1,-779
491,96698,0,1,-788
492,96877,0,1,-794
493,97102,0,1,-803
494,97277,0,1,-807
495,97467,0,1,-810
496,97656,0,1,-813
497,97829,0,1,-816
498,98008,0,1,-819
499,98183,0,1,-820
500,98358,0,1,-821
501,98536,0,1,-823
502,98722,0,1,-825
503,98895,0,1,-826
504,99071,0,1,-828
505,99252,0,1,-829
506,99423,0,1,-829
507,99608,0,1,-812
508,99793,0,1,-787
509,99969,0,1,-773
510,100157,0,1,-772
511,100341,0,1,-778
512,100514,0,1,-782
513,100691,0,1,-841
514,100873,0,1,-2574
515,101056,0,1,-5345
516,101236,0,1,-6497
517,101455,0,1,-6567
518,101650,0,1,-6743
519,101836,0,1,-7280
520,102022,0,1,-7718
521,102215,0,1,-7794
522,102412,0,1,-7817
523,102607,0,1,-7836
524,102802,0,1,-7844
525,103001,0,1,-7851
526,103190,0,1,-7856
527,103381,0,1,-7860
528,103570,0,1,-7864
529,103775,0,1,-7867
530,103970,0,1,-7870
531,104167,0,1,-7874
532,104359,0,1,-7878
533,104547,0,1,-7879
534,104741,0,1,-7881
535,104935,0,1,-7883
536,105133,0,1,-7885
537,105333,0,1,-7887
538,105529,0,1,-7887
539,105731,0,1,-7888
540,105975,0,1,-7892
541,106183,0,1,-7894
542,106376,0,1,-7895
543,106567,0,1,-7896
544,106756,0,1,-7896
545,107205,0,1,-7900
546,107396,0,1,-7901
547,107588,0,1,-7902
548,107781,0,1,-7902
549,107985,0,1,-7903
550,108180,0,1,-7905
551,108375,0,1,-7906
552,108561,0,1,-7906
553,108758,0,1,-7907
554,108950,0,1,-7907
555,109142,0,1,-7909
556,109335,0,1,-7910
557,109531,0,1,-7910
558,109724,0,1,-7912
559,109914,0,1,-7914
560,110111,0,1,-7914
561,110305,0,1,-7916
562,110497,0,1,-7917
563,110692,0,1,-7917
564,110881,0,1,-7917
565,111121,0,1,-7919
566,111310,0,1,-7919
567,111503,0,1,-7919
568,111695,0,1,-7919
569,111949,0,1,-7921
570,112169,0,1,-7922
571,112367,0,1,-7923
572,112556,0,1,-7924
573,112750,0,1,-7924
574,112978,0,1,-7924
575,113202,0,1,-7926
576,113423,0,1,-7926
577,113631,0,1,-7926
578,113828,0,1,-7927
579,240368,0,1,-8043
580,240623,0,1,-8042
581,240863,0,1,-8043
582,241181,0,1,-8043
583,241491,0,1,-8042
584,241742,0,1,-8043
585,241976,0,1,-8043
586,242206,0,1,-8043
587,242433,0,1,-8043
588,242649,0,1,-8043
589,242883,0,1,-8043
590,243096,0,1,-8043
591,243308,0,1,-8043
592,243567,0,1,-8043
593,243788,0,1,-8043
594,244008,0,1,-8044
595,244217,0,1,-8044
596,244432,0,1,-8044
597,244647,0,1,-8044
598,244861,0,1,-8044
599,245086,0,1,-8044
600,245363,0,1,-8044
601,245584,0,1,-8045
602,245822,0,1,-8045
603,246055,0,1,-8045
604,280095,0,1,-8070
605,280382,0,1,-8071
606,280695,0,1,-8072
607,280981,0,1,-8073
608,281259,0,1,-8073
609,281496,0,1,-8073
610,281751,0,1,-8074
611,282007,0,1,-8074
612,282233,0,1,-8074
613,282462,0,1,-8075
614,282693,0,1,-8076
615,282978,0,1,-8076
616,283210,0,1,-8076
617,283448,0,1,-8076
618,283683,0,1,-8077
619,283917,0,1,-8078
620,284144,0,1,-8078
621,284371,0,1,-8077
622,284599,0,1,-8077
623,284821,0,1,-8078
624,285064,0,1,-8079
625,285338,0,1,-8080
626,285562,0,1,-8079
627,285798,0,1,-8080
628,286024,0,1,-8080
629,286258,0,1,-8079
630,286488,0,1,-8079
631,286715,0,1,-8079
632,286949,0,1,-8080
633,287194,0,1,-8079
634,287471,0,1,-8080
635,287699,0,1,-8081
636,287931,0,1,-8081
637,288169,0,1,-8080
638,288403,0,1,-8080
639,288636,0,1,-8080
640,288865,0,1,-8080
641,289101,0,1,-8080
642,289338,0,1,-8080
643,289632,0,1,-8080
644,289853,0,1,-8081
645,290096,0,1,-8082
646,290320,0,1,-8081
647,290553,0,1,-8081
648,290782,0,1,-8082
649,291015,0,1,-8083
650,291251,0,1,-8083
651,291475,0,1,-8082
652,291751,0,1,-8083
653,292032,0,1,-8083
654,292263,0,1,-8083
655,292494,0,1,-8082
656,292721,41,1,-8083
657,292952,41,1,-8083
658,293184,41,1,-8084
659,293422,0,1,-8083
660,293649,0,1,-8084
661,293881,0,1,-8085
662,294183,0,1,-8085
663,294404,0,1,-8085
664,294630,0,1,-8086
665,294858,0,1,-8086
666,295082,0,1,-8086
667,295582,0,1,-8086
668,295815,0,1,-8086
669,296045,0,1,-8087
670,296275,0,1,-8087
671,296547,0,1,-8087
672,296775,0,1,-8087
673,297014,0,1,-8086
674,297247,0,1,-8087
675,297481,0,1,-8087
676,297712,0,1,-8087
677,297940,0,1,-8088
678,298180,0,1,-8088
679,298413,0,1,-8088
680,298688,0,1,-8087
681,298918,0,1,-8087
682,299148,0,1,-8087
683,299382,0,1,-8087
684,299620,0,1,-8088
685,299848,0,1,-8088
686,300082,0,1,-8089
687,300316,0,1,-8088
688,300549,0,1,-8088
689,300783,0,1,-8088
690,301055,0,1,-8088
691,301283,0,1,-8089
692,301514,0,1,-8089
693,301756,0,1,-8089
694,302023,0,1,-8089
695,302248,0,1,-8088
696,302481,0,1,-8087
697,302711,0,1,-8087
698,302946,0,1,-8087
699,303222,0,1,-8087
700,303449,0,1,-8088
701,303681,0,1,-8087
702,303923,0,1,-8086
703,304153,0,1,-8086
704,304381,0,1,-8087
705,304615,0,1,-8087
706,304856,0,1,-8088
707,305098,0,1,-8088
708,305332,0,1,-8087
709,305605,0,1,-8088
710,305846,0,1,-8089
711,306081,0,1,-8089
712,306310,0,1,-8089
713,306541,0,1,-8087
714,306765,0,1,-8088
715,306998,0,1,-8089
716,307232,0,1,-8089
717,307461,0,1,-8089
718,307735,0,1,-8088
719,307967,0,1,-8089
720,308201,0,1,-8090
721,308431,0,1,-8089
722,308700,252,1,-8089
723,308932,368,1,-8088
724,309177,368,1,-8089
725,309415,368,1,-8089
726,309654,368,1,-8089
727,309923,368,1,-8089
728,310179,368,1,-8089
729,310412,368,1,-8089
730,310649,368,1,-8089
731,310890,368,1,-8089
732,311132,368,1,-8088
733,311374,368,1,-8089
734,311615,368,1,-8089
735,311853,368,1,-8089
736,312092,368,1,-8089
737,312391,368,1,-8089
738,312630,368,1,-8090
739,312867,368,1,-8091
740,313117,368,1,-8091
741,313360,368,1,-8091
742,313601,368,1,-8091
743,313840,368,1,-8091
744,314079,368,1,-8091
745,314333,368,1,-8091
746,314627,368,1,-8091
747,314860,368,1,-8091
748,315101,368,1,-8090
749,315336,368,1,-8091
750,315567,368,1,-8092
751,315802,368,1,-8092
752,316039,368,1,-8091
753,316272,368,1,-8092
754,316517,368,1,-8093
755,316815,368,1,-8093
756,317051,368,1,-8092
757,317294,368,1,-8092
758,317534,368,1,-8092
759,317768,368,1,-8094
760,318001,368,1,-8094
761,318243,368,1,-8095
762,318488,368,1,-8094
763,318726,368,1,-8094
764,319016,368,1,-8093
765,319251,368,1,-8094
766,319507,368,1,-8095
767,319743,368,1,-8094
768,319978,368,1,-8094
769,320219,368,1,-8094
770,320461,368,1,-8095
771,320706,368,1,-8095
772,320948,372,1,-8094
773,321232,381,1,-8095
774,321471,381,1,-8094
775,321715,404,1,-8095
776,321966,418,1,-8095
777,322215,426,1,-8095
778,322462,439,1,-8095
779,322717,451,1,-8095
780,322955,453,1,-8095
781,323198,463,1,-8096
782,323485,469,1,-8095
783,323722,471,1,-8095
784,323966,471,1,-8096
785,324233,478,1,-8096
786,324469,482,1,-8095
787,324711,498,1,-8095
788,324955,502,1,-8095
789,325199,509,1,-8095
790,325449,517,1,-8095
791,325757,523,1,-8094
792,326005,537,1,-8094
793,326248,546,1,-8095
794,326491,546,1,-8095
795,326732,557,1,-8095
796,326990,569,1,-8094
797,327231,572,1,-8094
798,327474,586,1,-8094
799,327716,604,1,-8094
800,328016,614,1,-8094
801,328265,632,1,-8094
802,328508,655,1,-8094
803,328760,655,1,-8095
804,329015,667,1,-8095
805,329250,669,1,-8095
806,329491,669,1,-8095
807,329732,670,1,-8094
808,329974,697,0,-8094
809,330252,704,0,-8094
810,330495,704,0,-8094
811,330738,708,1,-8095
812,330981,714,0,-8095
813,331229,717,0,-8094
814,331472,722,0,-8095
815,331714,739,0,-8095
816,332232,764,0,-8095
817,332460,765,0,-8095
818,332734,765,0,-8095
819,332982,765,0,-8096
820,333234,772,0,-8097
821,333483,772,0,-8096
822,333732,772,0,-8095
823,333977,784,-1,-8095
824,334220,792,-1,-8095
825,334469,792,-1,-8096
826,334724,795,-2,-8096
827,335018,795,-2,-8096
828,335290,795,-2,-8096
829,335532,799,-2,-8097
830,335782,802,-3,-8097
831,336033,822,-6,-8097
832,336277,823,-6,-8097
833,336523,832,-8,-8098
834,336766,833,-8,-8097
835,337019,833,-8,-8097
836,337345,833,-8,-8096
837,337630,838,-9,-8096
838,337877,847,-11,-8097
839,338125,847,-11,-8097
840,338367,847,-11,-8097
841,338612,847,-11,-8098
842,338865,847,-11,-8097
843,339111,847,-11,-8098
844,339363,847,-11,-8098
845,339647,847,-11,-8098
846,339891,847,-11,-8097
847,340140,847,-11,-8097
848,340387,847,-11,-8098
849,340632,847,-11,-8097
850,340870,847,-11,-8098
851,341118,847,-11,-8097
852,341357,847,-11,-8097
853,341610,847,-11,-8097
854,341910,847,-11,-8097
855,342155,847,-11,-8098
856,342403,847,-11,-8098
857,342649,847,-11,-8098
858,342899,847,-11,-8098
859,343145,848,-12,-8098
860,343384,898,-38,-8098
861,343637,902,-43,-8098
862,343875,918,-123,-8098
863,344175,929,-143,-8098
864,344420,929,-145,-8099
865,344662,929,-145,-8099
866,344903,929,-145,-8098
867,345150,929,-145,-8098
868,345398,929,-145,-8099
